item_number,item_description,group_name,vendor_price_usd,price_valid_till,notes,price_expired,phase_out_flag,vendor,vendor_brand,country,price_type,source_file
903028440,"Washable filter insert 1"" short         ",Accessory,9.915,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903028521,Dry-Running STOP SWITCH 10 M KABEL      ,Accessory,68.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903050306,"Filter 1"" long, with washable filter ins",Accessory,43.8075,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903050314,"Filter 1"" short, with washable filter in",Accessory,36.8775,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903053143,"Hose STEM, ELBOW 2X1 1/4"" AG+1X1"" IG    ",Accessory,5.6475,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903058005,Filter WRENCH HWW / P                   ,Accessory,3.7425,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903060778,Gardenshower GB7                        ,Accessory,14.175,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061243,Pump ASSEMBLY SET KPL.mit ARMATUREN WAND,Accessory,56.325,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061251,Pump ASSEMBLY SET KPL.mit ARMATUREN     ,Accessory,37.53,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061260,Pump ASSEMBLY SET KPL.mit ARMATUREN FILT,Accessory,87.6975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061278,Pump ASSEMBLY SET KPL.mit ARMATUREN FILT,Accessory,63.00750000000001,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061294,"Discharge set submersion 15M 2""=C-      ",Accessory,87.6975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061316,"Gasket KIT 1XO-RING 88X3,5MM 3XFLACHDICH",Accessory,8.024999999999999,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061340,"Panzerschlauch 500MM 1"" IG X 1"" AG FÜR D",Accessory,50.0775,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061359,Anti-Clog INLET FLOAT mit OESE+VA RING M,Accessory,50.0775,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061367,Float mit OESE+VA RING FÜR SAUG-GARNITUR,Accessory,23.52,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061375,"clutch 1 1/2"" AG C 52 / 2"" 66M          ",Accessory,16.89,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061677,"Multi-Adaptor 11/4""DOPPELN-11/4IG"" 11/2""",Accessory,17.482499999999998,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903061685,"Multi-Adaptor 11/2""AG-2""TÜLLE- 11/4""AG-1",Accessory,5.3775,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903063122,Spray Shower SB2                        ,Accessory,8.865,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903063130,Spray lance 10 shapes nozzle            ,Accessory,19.32,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903063149,Surface sprinkler FR9                   ,Accessory,19.32,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903064838,Angle Connection Stainless Steel        ,Accessory,24.33,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903064846,Angle Connection with Multi-Adaptor     ,Accessory,7.605,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
903064854,Angle Connection with Multi-Adaptor     ,Accessory,8.91,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909000416,"Band saw blade 3380x25x0.5 mm,4TPI      ",Accessory,25.695,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029171,"Band saw blade 3380x15x0.5mm, 4 TPI     ",Accessory,27.4275,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029180,"Bandsaw BLADE 3380+0-10X6X0,5 A4 HOLZ/KU",Accessory,27.4275,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029210,"Band saw blade 3380x15x0.5 mm, 14TPI    ",Accessory,29.145,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029228,"Band saw blade 3380x13x0.65 mm,14TPI    ",Accessory,29.145,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029244,"Band saw blade 2240x13x0,5 mm,4TPI      ",Accessory,19.8375,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029252,"Band saw blade 2240x6x0.5 mm,6TPI       ",Accessory,19.8375,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029260,"Band saw blade 2240x16x0,5 mm,4TPI      ",Accessory,21.5475,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909029279,"Band saw blade 2240x16x0.5 mm,14TPI     ",Accessory,21.5475,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909030528,"3 Cloth sanding belts 2,205 x 20 mm K 80",Accessory,11.655,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909030536,"3 Cloth sanding belts 2,205 x 20 mm K120",Accessory,11.655,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909030544,3 Cloth sanding belts 3380x25 mm K 80   ,Accessory,18.105,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909030552,3 Cloth sanding belts 3380x25 mm K 120  ,Accessory,18.105,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909031249,Circular CUTTING ATTACHMENT BAS 315-600 ,Accessory,34.035000000000004,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909040817,"Band saw blade 1505x6x0.36 mm,6TPI      ",Accessory,14.475,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909040825,"Band saw blade 1505x13x0.36 mm,4TPI     ",Accessory,15.345,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909040841,"Band saw blade 1505x13x0.36 mm,14TPI    ",Accessory,15.345,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909052939,"Band saw blade 1067x6x0.65 mm,14TPI     ",Accessory,12.96,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909057175,"Band saw blade 1712x6x0.36 mm,6TPI      ",Accessory,19.8375,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909057183,"Band saw blade 1712x13x0.36 mm,4TPI     ",Accessory,19.8375,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909057191,"Band saw blade 1712x13x0,36 mm,14TPI    ",Accessory,19.8375,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060257,"Bandsaw BLADE 2225x3x0.5 mm,14TPI       ",Accessory,15.4875,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060265,"Bandsaw BLADE2225x6x0.36 mm,6TPI        ",Accessory,14.9925,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060273,"Bandsaw BLADE 2225x9x0.36 mm,4TPI       ",Accessory,14.9925,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060281,"Bandsaw BLADE 2225x13x0.36 mm,4TPI      ",Accessory,15.705000000000002,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060303,"3 Cloth sanding belts 2,205 x 20 mm K 80",Accessory,7.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060338,5 Sanding sheets Ø 200 mm K 60          ,Accessory,6.87,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
909060354,5 Sanding sheets Ø 200 mm K 100         ,Accessory,6.637499999999999,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910008749,Dust EXTRACTION ADAPTOR BKS             ,Accessory,104.9775,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910011936,Hydraulic FLUIT 1 L VITAM GF 22 (SD/SW6),Accessory,5.745,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910031260,"Adaptor, SUCTION POR RD 100             ",Accessory,7.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910053353,Roller STAND RS 420 LAUFROLLENGELAGERT  ,Accessory,71.37,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910058010,Multi-Absaugadapter 100/58/44-58/44     ,Accessory,8.865,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910058967,Sliding CARRIAGE TKHS/TKHSC             ,Accessory,181.005,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910059955,"Adaptor, SUCTION PORT 44/35-44/32 KGS/ME",Accessory,3.4875000000000003,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
910064312,Table REAR EXTENSION UK290/UK333        ,Accessory,181.005,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911014220,"3 HSS planer blade, HC 320              ",Accessory,86.1975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911018691,Care AND MAINTENANCE SPRAY              ,Accessory,5.73,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911030713,"Disposable PLANER BLADE,PAIR 18,6X1X260 ",Accessory,23.595,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911030721,"2 HSS planer blades, HC 260 C/M/K       ",Accessory,47.6025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911030730,"Resharp. TCT PLANER BLADE,PAIR 3X20X260 ",Accessory,154.8,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911030748,"2 HSS planer blades, HC 260 E/ES        ",Accessory,47.6025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911030845,Cutterbl. WEDGE CONVERSION KIT HC FÜR HS,Accessory,42.0525,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911050390,"3 HSS planer blades, HC 410             ",Accessory,107.2275,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911053179,"2 HSS planer blades, HC 333             ",Accessory,48.96,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911060167,"2 HSS planer blades, HC 300             ",Accessory,66.705,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911062119,"2 HSS planer blades, DH 330             ",Accessory,47.6025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
911063549,"2 HSS planer blades, DH 330/316         ",Accessory,47.6025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913005058,Fine FILTER CARTRIDGE SPA 1000/ 1100 RD ,Accessory,196.095,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913007123,10 x Dust COLLECTION BAG                ,Accessory,9.1125,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913010779,Spiral SUCTION HOSE KIT SPA 1200        ,Accessory,49.2975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913013565,Spiral SUCTION HOSE KIT SPA 2002        ,Accessory,127.0425,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913013581,Dust COLLECTION BAG SPA 2000 10-ER PACK ,Accessory,24.5025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913014626,Automatic POWER RELA ALV 1 1~230V       ,Accessory,81.02250000000001,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913014634,Automatic POWER RELA ALV 10 3~ 400V/1~ 2,Accessory,272.71500000000003,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913017617,Dust COLLECTION BAG SPA 1700/1701/1200  ,Accessory,18.105,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913031270,Crevice TOO SPA SPA                     ,Accessory,25.365,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913031288,Adaptor SLEEVE SPA SPA                  ,Accessory,9.2325,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913031296,T-Join SPA SPA                          ,Accessory,9.78,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913031300,adapter ring SPA                        ,Accessory,13.8675,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913059433,10 x Dust COLLECTION BAG SPA 2001       ,Accessory,27.945,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
913059441,Fine FILTER CARTRIDGE SPA 2001/2002 ET  ,Accessory,422.355,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
920016529,Fine FILTER CARTRIDGE SPA 1700/1200     ,Accessory,181.005,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
920054030,"2 HSS planer blades, Multi 260          ",Accessory,106.185,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
920054048,"3 HSS planer blades, Multi 310          ",Accessory,120.135,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
1001672319,Hose W. LEVER Plug ET                   ,Accessory,22.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
4313062258,Waxilit ANTI-SEIZE PAST 1 KG-DOSE       ,Accessory,15.705000000000002,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7710672339,Lever W.CLAMP                           ,Accessory,14.595,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7800009035,Quick connection coupling Euro 6 mm     ,Accessory,4.6575,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7800009043,Quick connection coupling Euro 9 mm     ,Accessory,4.6575,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7800009558,Quick connection coupling Euro 13 mm    ,Accessory,4.6575,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7801009055,"Quick connection coupling Euro 1/4"" IG  ",Accessory,4.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7801009063,"Quick connection coupling Euro 3/8"" IG  ",Accessory,4.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7801009071,"Quick connection coupling Euro 1/2"" IG  ",Accessory,4.6575,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7802009083,"Quick connection coupling Euro 1/4"" AG  ",Accessory,4.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7802009091,"Quick connection coupling Euro 3/8"" AG  ",Accessory,4.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7802009105,"Quick connection coupling Euro 1/2"" AG  ",Accessory,4.305,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7803009117,"Thread plug-in nipple  Euro 1/4"" AG     ",Accessory,1.3125,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7803009125,"Thread plug-in nipple  Euro 1/4"" IG     ",Accessory,1.3125,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7803009133,"Thread plug-in nipple  Euro 3/8"" AG     ",Accessory,1.3125,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7803009141,"Thread plug-in nipple  Euro 3/8"" IG     ",Accessory,1.3125,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7804009161,Plug-in nozzle Euro 9 mm                ,Accessory,0.8250000000000001,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7804010372,Plug-in nozzle Euro 13 mm               ,Accessory,1.3125,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7804065606,Plug-in nozzle Euro 6 mm                ,Accessory,0.8250000000000001,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009300,"Hose nozzle 1/2"" AG x 13 mm             ",Accessory,2.0775,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009319,"Hose nozzle 3/8"" MThr x 13 mm           ",Accessory,1.7399999999999998,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009343,"Hose nozzle 1/4"" MThr x 6 mm            ",Accessory,2.1,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009351,"Hose nozzle 3/8"" "" AG x 9 mm            ",Accessory,2.1,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009416,"Hose nozzle 1/4"" IG x 6 mm              ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009432,"Hose nozzle 1/4"" IG x 9 mm              ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009440,"Hose nozzle 1/4"" MThr x 9 mm            ",Accessory,2.07,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009459,"Hose nozzle 3/8"" IG x 6 mm              ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009475,"Hose nozzle 3/8"" IG x 9 mm              ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805009483,"Hose nozzle 3/8"" MThr x 9 mm            ",Accessory,2.1,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7805033767,"Hose BAR R 1/4""AG X13                   ",Accessory,1.785,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7806009185,"Double nipple, 1/4"" MThr x 1/4"" MThr    ",Accessory,2.1,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7806009207,"Double nipple, 1/2"" MThr x 1/2"" MThr    ",Accessory,2.3175,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7806034996,"Double nipple, 3/8"" MThr x 3/8"" MThr    ",Accessory,2.1,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7807009367,Hose connection sleeve 6 mm x 6 mm      ,Accessory,2.3175,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7807009375,Hose connection sleeve 9 mm x 9 mm      ,Accessory,2.28,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7808009247,"Reducer NIPPLE R 1/8""X1/4"" AG           ",Accessory,2.25,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7809009275,"Reducer BUSHING R 1/8""X1/4""             ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7809009283,"Reducer 1/4"" IG x 3/8"" AG               ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7809009291,"Reducer 3/8"" IG x 1/2"" AG               ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7809035764,"Reducer 1/4"" IG x 1/2"" AG               ",Accessory,2.4225,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7823672327,Pressure GAUGE WITH GUARD CAP 0-10BAR/ 1,Accessory,67.4625,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7851194171,"Compressed-air line Ø 15mm, 25m         ",Accessory,2.8575,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7851194180,"Compressed-air line Ø 22mm, 25m         ",Accessory,5.137499999999999,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7853110200,"Parker PRESSURE HOSE 3/4""X 2000 A=3/4""AG",Accessory,177.97500000000002,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7854112915,Spiral SUCTION HOSE RD 100X5000 GESCHNIT,Accessory,114.465,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7854115035,Spiral HOSE RD 100X10000 M. KUNSTSTOFFSP,Accessory,223.9725,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876193943,"Female CONNECTOR EA 22-3/4""             ",Accessory,7.4175,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876193951,"Female CONNECTOR EA 15-1/2""             ",Accessory,7.4175,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876193978,"Male CONNECTOR RS 15 G 1/2""             ",Accessory,5.3025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876193986,"Male CONNECTOR RS 22 G 1/2""             ",Accessory,5.3025,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876193994,"Male CONNECTOR RS 22 G 3/4""             ",Accessory,6.5475,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876194001,"Wall-Mounted ELBO WS 1/2""               ",Accessory,19.3575,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876194010,Union TE TSV 15                         ,Accessory,8.040000000000001,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876194028,Union TE TSV 22                         ,Accessory,10.5,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876194036,Reducing MALE CONNECTOR RSS 22/15       ,Accessory,5.137499999999999,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876194052,"Gate VALVE 3/4""                         ",Accessory,19.185,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
7876194060,Elbow UNIO WSV 15                       ,Accessory,6.165000000000001,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
