item_number,item_description,group_name,vendor_price_usd,price_valid_till,notes,price_expired,phase_out_flag,vendor,vendor_brand,country,price_type,source_file
316061200,Change-over switch compl.               ,Spare Part,5.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061210,Maintenance kit                         ,Spare Part,44.695,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061220,Spindle compl.                          ,Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061230,"Spindle,M 14                            ",Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061240,"Retainer compl.,D125                    ",Spare Part,9.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061250,"Retainer compl.,D150                    ",Spare Part,9.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061260,Bearing cover compl.                    ,Spare Part,27.47,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061270,Spindle compl.                          ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061280,Bearing cover compl.                    ,Spare Part,29.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061290,Gear housing cpl.                       ,Spare Part,94.78,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061360,Table cpl.                              ,Spare Part,42.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061380,Transport lock compl.                   ,Spare Part,0.48,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061390,tipping axis compl.                     ,Spare Part,4.465,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061400,tipping axis compl.                     ,Spare Part,4.465,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061410,tipping axis compl.                     ,Spare Part,4.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061420,tipping axis compl.                     ,Spare Part,6.935,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061430,Scale set compl.                        ,Spare Part,0.44,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061440,Scale set compl.                        ,Spare Part,1.26,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061450,Scale set compl.                        ,Spare Part,1.26,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061460,Motor compl.                            ,Spare Part,59.72,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061470,Motor compl.                            ,Spare Part,59.72,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061480,Motor compl.                            ,Spare Part,80.135,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061490,Motor compl.                            ,Spare Part,74.74,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061500,Motor compl.                            ,Spare Part,84.76,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061510,End stop cpl.                           ,Spare Part,1.015,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061520,End stop cpl.                           ,Spare Part,1.26,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061530,End stop cpl.                           ,Spare Part,1.26,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061540,Bearing compl.                          ,Spare Part,1.015,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061550,Tool holder col.                        ,Spare Part,0.44,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061640,Knife w.cover                           ,Spare Part,55.09,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061740,Latch compl.                            ,Spare Part,3.47,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061770,Adapter flange compl.                   ,Spare Part,2.51,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061800,Gear housing compl.                     ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061820,Carrier cpl.                            ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061840,Armature cpl.                           ,Spare Part,47.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061850,"Armature compl.,120V                    ",Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061920,Extension                               ,Spare Part,74.74,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061970,"Bevel gear and bevel gear,INOX          ",Spare Part,19.965,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061980,Hollow shaft compl.                     ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316061990,Hollow shaft compl.                     ,Spare Part,19.965,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062000,Hollow shaft compl.                     ,Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062010,round compl.                            ,Spare Part,27.47,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062020,"Spindle compl.,5/8""                     ",Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062030,Extraction hose compl.                  ,Spare Part,2.51,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062050,"Gear-box compl.,Quick black             ",Spare Part,32.33,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062080,"Gear-box compl.,Quick black             ",Spare Part,37.625,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062150,"Gear-box compl.,BS Quick                ",Spare Part,42.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062160,"Gear-box compl.,BS                      ",Spare Part,42.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062170,"Gear-box compl.,SB Quick                ",Spare Part,44.695,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062180,"Gear-box compl.,SB                      ",Spare Part,44.695,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062200,Gear-box compl.                         ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062210,Gear-box compl.                         ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062220,Gear-box compl.                         ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062230,Gear-box                                ,Spare Part,47.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062240,Depth stop compl.                       ,Spare Part,4.465,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062260,Getriebelagerschild vollst. BDE1100     ,Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062270,Carrier cpl.                            ,Spare Part,4.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062280,"Armature compl., 230V                   ",Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062290,"Armature compl., 120V                   ",Spare Part,27.47,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062300,"Switch slide compl.,H/L                 ",Spare Part,0.48,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062330,Gear housing compl.                     ,Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062340,Spindle lock compl.                     ,Spare Part,4.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062350,clamp kit                               ,Spare Part,0.44,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062370,Switch compl.                           ,Spare Part,32.33,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062390,connecting sleeve                       ,Spare Part,5.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062410,"Bevel gear and bevel gear,1:3,9         ",Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062430,Wheel guard compl.                      ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062440,Gear housing compl.                     ,Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062450,Control knob compl.                     ,Spare Part,1.015,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062460,elbow fitting set                       ,Spare Part,4.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062480,Maintenance kit                         ,Spare Part,29.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062490,"Quick nut,M14                           ",Spare Part,9.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062510,Manometer compl.                        ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062540,Housing compl.                          ,Spare Part,59.72,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062550,Shift element compl.                    ,Spare Part,1.015,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062590,"Quick nut,5/8""                          ",Spare Part,4.005,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062600,Control knob compl.                     ,Spare Part,0.48,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062620,Filter compl.                           ,Spare Part,2.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062630,Absaugeinheit vollst.                   ,Spare Part,59.72,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062640,Sealing set                             ,Spare Part,4.465,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062650,Sealing set                             ,Spare Part,5.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062660,Oscillating plate compl. small          ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062670,Bottom section Sander small             ,Spare Part,69.735,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062680,Oscillating plate compl. big            ,Spare Part,44.695,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062690,Bottom section Sander big               ,Spare Part,89.38,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062700,Bottom section Sander big               ,Spare Part,80.135,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062710,Motor unit                              ,Spare Part,199.565,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062720,pivoting header                         ,Spare Part,94.78,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062730,Actuation device                        ,Spare Part,249.655,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062740,Pistol grip compl.                      ,Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062770,Flange compl.                           ,Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062810,Control knob compl.                     ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062820,Shift element compl.                    ,Spare Part,8.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062830,Clamping piece cpl.                     ,Spare Part,2.51,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062850,Wheel guard compl.                      ,Spare Part,84.76,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062860,Routing attachment cpl.                 ,Spare Part,225.005,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062870,Parallel guide compl.                   ,Spare Part,44.695,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062900,Loop handle compl.                      ,Spare Part,29.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062910,Loop handle compl.neutral               ,Spare Part,29.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062920,Loop handle compl.                      ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062930,Wheel guard compl.                      ,Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062950,Cutting wheel guard compl.              ,Spare Part,40.135,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316062970,Cup-wheel guard                         ,Spare Part,69.735,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063020,Actuation device                        ,Spare Part,249.655,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063030,Motor unit                              ,Spare Part,199.565,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063040,"Clamping nut compl.,5/8""                ",Spare Part,2.51,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063050,Getriebegehaeuse vollst. Walter         ,Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063070,Gear-box cover cpl.                     ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063080,"Intermediate shaft, cpl.                ",Spare Part,8.01,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063090,Intermediate flange cpl.                ,Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063100,Planet carrier cpl.                     ,Spare Part,4.465,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063110,Gear Cover                              ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063120,Adjusting ring cpl.                     ,Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063130,Insert Set                              ,Spare Part,5.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063140,"Brush holder compl.,120 V               ",Spare Part,1.98,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063150,Locking compl.                          ,Spare Part,8.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063160,Switch and electronic                   ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063170,Switch and electronic                   ,Spare Part,19.965,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063190,Gear housing compl.                     ,Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063220,"Quick nut,M14                           ",Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063260,Safety clutch w.pinion                  ,Spare Part,49.7,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063270,Safety clutch w.pinion                  ,Spare Part,27.47,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063280,Gear housing compl.                     ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063310,"Extraction hood compl., 125 neutral     ",Spare Part,29.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063340,Gear housing compl.                     ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063360,Routing attachment cpl.                 ,Spare Part,897.67,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063370,Routing attachment cpl.                 ,Spare Part,998.605,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063380,Brake unit compl.                       ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063390,Roller compl.                           ,Spare Part,55.09,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063400,Roller compl.                           ,Spare Part,55.09,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063410,Bearing flange pre-assembled            ,Spare Part,13.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063420,Bearing flange pre-assembled            ,Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063430,"Spindle compl.,WA M14                   ",Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063440,Gear-box compl.                         ,Spare Part,34.75,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063470,safety guard assy                       ,Spare Part,8.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063480,Bearing bolt compl.                     ,Spare Part,0.765,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063490,Switch housing compl.                   ,Spare Part,2.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063500,Gear parts compl.                       ,Spare Part,2.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063510,"Armature compl.,                        ",Spare Part,42.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063520,"Armature compl.,230V                    ",Spare Part,22.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063530,"Armature compl.,120 V                   ",Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063540,"Armature compl.,230V                    ",Spare Part,24.97,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063570,Switch slide compl. black               ,Spare Part,0.44,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063580,Flange compl.                           ,Spare Part,42.39,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063590,Flange compl.                           ,Spare Part,49.7,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063600,Gear-box compl.                         ,Spare Part,34.75,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063610,Gear-box compl.                         ,Spare Part,34.75,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063640,Gear housing compl.                     ,Spare Part,9.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063650,Motor w.pinion                          ,Spare Part,69.735,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063660,Flange compl.                           ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063710,Gear housing compl.                     ,Spare Part,29.895,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063730,Bushing compl.                          ,Spare Part,8.975,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063740,Base plate compl.                       ,Spare Part,17.99,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063750,bend compl.                             ,Spare Part,3.47,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063760,Motor compl.                            ,Spare Part,69.735,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063770,Motor compl.                            ,Spare Part,69.735,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063780,Flange compl.                           ,Spare Part,11.985,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063820,"charger,ASC 30 - 36 Facelift 2015       ",Spare Part,37.625,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063830,Spindle                                 ,Spare Part,129.445,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063850,"Armature compl., 230V +...              ",Spare Part,149.485,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063860,"Armature w.flange,220-240 V             ",Spare Part,129.445,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063870,"Armature compl.,110-120 V               ",Spare Part,139.46,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063880,"Armature w.flange,110-120 V             ",Spare Part,174.91,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063900,"Armature w.flange,110-120 V             ",Spare Part,174.91,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063910,Bevel gear compl.                       ,Spare Part,84.76,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063920,Bearing flange compl.                   ,Spare Part,74.74,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063950,Gear-box compl.                         ,Spare Part,84.76,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
316063970,Gear-box compl.                         ,Spare Part,80.135,2026-03-31,,True,False,Metabo,Metabowerke GmbH,Germany,landed,251030 Lista precios METABO -JMC.xlsx
