item_number,item_description,vendor,vendor_brand,country,price_type,vendor_price_usd,pt_price_ca35,pt_price_ca40,phase_out_flag,ronix_fob_price_usd,vendor_price_jmd
144220180,Tiefzieheinlage f. Metaloc IV           ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144220190,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144220200,"Packaging,Typ 2                         ",Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144220360,"Packaging,Typ 2                         ",Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144220380,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144220390,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144220430,banderole                               ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144220460,banderole                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144220550,Verpackungsaufkleber                    ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144220640,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144220700,Carton insert                           ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144220870,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144220880,banderole                               ,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144220920,banderole                               ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144220940,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,13.99,,,False,,2196.2075590000004
144220980,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,8.975,,,False,,1408.9322975
144221110,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144221230,banderole                               ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144221430,Banderole RBE 12-180                    ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144221450,Banderole KNSE                          ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144221490,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144221500,"Carton sleeve,BS 12 NiCd                ",Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144221700,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144221890,Banderole BS 14.4 LT                    ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144221960,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144222070,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144222150,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144222220,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144222250,"Packaging,WA 1000 Quick                 ",Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144222280,"Packaging,WA 1000 Quick                 ",Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144222290,"Packaging,WA 1000 Quick                 ",Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144222330,"Packaging,WA 1000 Quick                 ",Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144222340,"Packaging,WA 1000 Quick                 ",Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144222450,Banderole Akku-WS                       ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144222500,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144222550,Packaging Insert                        ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144222560,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144222810,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144222900,Packaging SB 710                        ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144222910,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144222920,Packaging Unprinted                     ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144222960,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144223010,Verpackung f.USE8/DWSE 6.3              ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144223020,Banderole SE 12-115                     ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144223070,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144223130,Verpackung Geradschleifer               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144223200,Verpackung SRE 4350/4351 TurboTec       ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144223220,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144223230,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144223250,Packaging Insert                        ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144223280,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144223320,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144223380,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144223430,Tiefzieheinlage f. Metaloc I            ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144223450,deep drawn inlay SRE 4350/4351 TurboTec ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144223460,deep drawn inlay STE/STEB 140/STA 18 LTX,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144223470,Tiefzieheinlage f. Metaloc II           ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144223500,deep drawn inlay HE 20-600              ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144223530,Banderole RBE 9-60                      ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144223560,Verpackung f. Geradschleifer            ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144223790,Deckeleinleger                          ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144223880,"Umkarton KHA 36 ""Gefahrgut""             ",Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144223890,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,9.975,,,False,,1565.9163975000001
144223910,Banderole SE 12-115 + S 18 LTX 115      ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144224020,deep drawn inlay 18V-Combo STA 18 LTX   ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144224040,deep drawn inlay 18V-Combo BHA          ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144224080,deep drawn inlay circular saw           ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144224180,Kartonverpackung W. Canada 6141/6145    ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144224190,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144224240,Foam pad                                ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144224260,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,8.975,,,False,,1408.9322975
144224400,Kartonverpackung PowerMaxx BS           ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144224430,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144224480,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144224490,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144224510,OUTER CARTON                            ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144224530,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144224670,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144224750,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144224760,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144224840,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144224860,"packaging Color box, Die Grinder        ",Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144224910,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144224920,label                                   ,Metabo,Metabowerke GmbH,Germany,landed,0.44,,,False,,69.07300400000001
144224940,Verschl. Etik. Würth GS 700             ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144224960,deep drawn inlay 18V-Combo SSW 18 LTX   ,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144225210,deep drawn inlay 18V-Combo ASC Ultra+acc,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144225240,packaging P 3000 G                      ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144225350,Packing                                 ,Metabo,Metabowerke GmbH,Germany,landed,8.01,,,False,,1257.442641
144225450,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144225540,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144225900,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144226280,Kartonverpackung Bankbohrmaschine       ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144226290,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144226310,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144226320,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144226380,deep drawn inlay 18V-Combo SE 18 LTX    ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144226400,deep drawn inlay LF 724 S               ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144226430,deep drawn inlay MC 10 TBS              ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144226440,deep drawn inlay WE 15-125 HD Set GED   ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144226450,deep drawn inlay W 12-125 HD Set CED    ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144226490,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144226520,Banderole WE22/WE24                     ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144226580,adhesive label Metaloc2 size III a. IV  ,Metabo,Metabowerke GmbH,Germany,landed,0.44,,,False,,69.07300400000001
144226760,Insert                                  ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144226850,Accessory battery                       ,Metabo,Metabowerke GmbH,Germany,landed,0.44,,,False,,69.07300400000001
144226890,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144226910,Verpackungsaufkleber Zubehoer WS 1      ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144226930,Verpackungsaufkleber Kreissägeblatt KS55,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144226950,deep drawn inlay MT18 LTX               ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144226960,deep drawn inlay cover MT18 LTX         ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144227010,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144227020,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144227030,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144227060,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144227260,Bag LSV 5-225                           ,Metabo,Metabowerke GmbH,Germany,landed,42.39,,,False,,6654.555999
144227380,"deep drawn inlay W18, GA18, WF18        ",Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144227440,deep drawn inlay MLL 3-20               ,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144227450,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144227550,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144227640,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144227650,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144227670,Banderole Große WS MPC                  ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144227770,"Carton box, W6 / W7 / W11               ",Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144227780,"Carton box, WE1500RT                    ",Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144227810,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144227930,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144228020,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144228050,"deep drawn inlay KHA 18 LTX, SBE 18 LTX ",Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144228130,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144228180,Banderole INOX neutral RBE15            ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144228200,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144228210,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144228510,foam inlet cutting discs                ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144228520,foam inlet girnding discs               ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144228530,foam inlet flap discs                   ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144228540,foam inlet discs for WEF                ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144228550,foam inlet fiber discs                  ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144228560,foam inlet discs Inox                   ,Metabo,Metabowerke GmbH,Germany,landed,11.985,,,False,,1881.4544385000002
144228570,"foam inet brushes, components WS        ",Metabo,Metabowerke GmbH,Germany,landed,24.97,,,False,,3919.892977
144228580,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144228650,Packaging color box                     ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144228670,Distanzschaum für Vorfuehrkoffer        ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144228730,Carton packaging                        ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144228750,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,8.975,,,False,,1408.9322975
144228760,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144228770,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144228830,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144228850,Plastic bag                             ,Metabo,Metabowerke GmbH,Germany,landed,0.44,,,False,,69.07300400000001
144228890,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.745,,,False,,273.93725450000005
144228970,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144228980,deep drawn inlay circular saw           ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144229000,OUTER CARTON                            ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144229010,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144229060,insert KS18 LTX 57                      ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144229100,Packaging Color box                     ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144229120,deep drawn inlay circular saw STEB/STAB ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144229140,"deep drawn inlay KFM 9, KFM 18          ",Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144229160,Umkarton Wuerth Mauerschlitzfraese MSF40,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144229190,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144229200,deep drawn inlay NP 18 LTX BL 5         ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144229220,Bag for guide rail                      ,Metabo,Metabowerke GmbH,Germany,landed,9.975,,,False,,1565.9163975000001
144229310,Carton box                              ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144229440,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144229510,Verpackungsaufkleber Stichsägeblät.40tlg,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144229620,deep drawn inlay 12V-Combo              ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144229640,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144229650,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144229680,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144229740,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144229860,deep drawn inlay CC 18 LTX BL           ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144229870,packaging CC 12V / 18V                  ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144229940,deep drawn inlay SSE 18 LTX BL          ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144229960,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144230020,foam inlay ASC145 Duo 4x batterypack    ,Metabo,Metabowerke GmbH,Germany,landed,13.99,,,False,,2196.2075590000004
144230040,"deep drawn inlay KHA 18, SBE 18         ",Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144230060,deep drawn inlay STA/B 18 LTX 100       ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144230080,deep drawn inlay KHA 18 BL              ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144230100,deep drawn inlay KHA 36 18              ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144230110,deep drawn inlay STA 18 LTX 140         ,Metabo,Metabowerke GmbH,Germany,landed,8.01,,,False,,1257.442641
144230130,Verpackungsaufkleber Sägeblatt 305mm    ,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144230140,Verpackungsaufkleber Sägeblatt 254mm    ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230150,Verpackungsaufkleber Stichsägeblät.20tlg,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230160,Verpackungsaufkleber SXE Zubehoer       ,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144230170,Verpackungsaufkleber Schleifb. 25tlg SXE,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144230180,Verpackungsaufkleber SDS Plus Set 10tlg ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230190,Verpackungsaufkleber SDS Plus Zubehoer  ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230200,Verpackungsaufkleber 4tlg SDS Plus Kass.,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230210,Verpackungsaufkleber Bohrfutter+Adapter ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230220,Packaging label                         ,Metabo,Metabowerke GmbH,Germany,landed,0.48,,,False,,75.352368
144230240,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144230250,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,8.01,,,False,,1257.442641
144230500,Packaging Color box                     ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144231330,deep drawn inlay SXE 150 BL             ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144231350,deep drawn inlay MT400                  ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144231360,deep drawn inlay KHA36                  ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144231380,foam inlay 2xASC Ultra                  ,Metabo,Metabowerke GmbH,Germany,landed,15.945,,,False,,2503.1114745000004
144231390,Tiefzieheinlage SSE 18 LTX Compact      ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144231410,foam insert 2x ASC Ultra                ,Metabo,Metabowerke GmbH,Germany,landed,17.99,,,False,,2824.143959
144231450,deep drawn inlay WB 18 LTX BL 180       ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144231470,deep drawn inlay KHA18 BLDC             ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144231580,deep drawn inlay ISA 18 LTX             ,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144231590,deep drawn inlay grind material SXE     ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144231620,"deep drawn inlay HO18 LTX, HO26-82      ",Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144231890,Carton packaging battery and charger    ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144231940,packaging battery pack 12V LIPower      ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144231950,packaging battery pack 12V LIHD         ,Metabo,Metabowerke GmbH,Germany,landed,1.26,,,False,,197.799966
144232110,outer carton gift box                   ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144232300,Packing                                 ,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144232360,Carton box                              ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144232390,Packaging f. charger ASC 145            ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144232410,Insert SSE                              ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144232510,deep drawn inlay KS 66 FS               ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144232540,Carton box                              ,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144232550,Carton box                              ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144232560,deep drawn inlay ASE 18                 ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144232580,deep drawn inlay GA 18                  ,Metabo,Metabowerke GmbH,Germany,landed,4.97,,,False,,780.2109770000001
144232590,deep drawn inlay LF 724                 ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144232650,deep drawn inlay SXE 450                ,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144232870,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144232900,Carton box white neutral                ,Metabo,Metabowerke GmbH,Germany,landed,9.975,,,False,,1565.9163975000001
144232910,Carton box white neutral                ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144232920,Carton box white neutral                ,Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144232930,Carton box white neutral                ,Metabo,Metabowerke GmbH,Germany,landed,6.935,,,False,,1088.6847335
144232940,Carton box white neutral                ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144232950,deep drawn inlay HG 18 LTX 500          ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144232980,deep drawn inlay MT 18 LTX BL QSL       ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
144233000,deep drawn inlay SSE 12V/18V Compact    ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144233040,deep drawn inlay SGS 18                 ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144233100,deep drawn inlay Combo BS/SSD 18V       ,Metabo,Metabowerke GmbH,Germany,landed,3.47,,,False,,544.7348270000001
144233300,Packaging Pick+Mix                      ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144233330,deep drawn inlay SSW 600                ,Metabo,Metabowerke GmbH,Germany,landed,4.465,,,False,,700.9340065
144233460,"packaging charger + 2 LiHD 5,5 Ah black ",Metabo,Metabowerke GmbH,Germany,landed,1.98,,,False,,310.82851800000003
144233480,deep drawn inlay basic 1xDUO 4xbattery  ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144233590,Packaging BH 12V/18V                    ,Metabo,Metabowerke GmbH,Germany,landed,2.51,,,False,,394.03009099999997
144233620,packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,1.495,,,False,,234.69122950000005
144233630,Packing                                 ,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144233650,Packaging f. charger ASC 145-Duo        ,Metabo,Metabowerke GmbH,Germany,landed,2.99,,,False,,469.3824590000001
144233670,Carton box                              ,Metabo,Metabowerke GmbH,Germany,landed,5.975,,,False,,937.9799975
144233860,Blister UT Start/Stop-Set Cordless Contr,Metabo,Metabowerke GmbH,Germany,landed,0.765,,,False,,120.09283650000002
144233870,Blister OT Start/Stop-Set Cordless Contr,Metabo,Metabowerke GmbH,Germany,landed,1.015,,,False,,159.3388615
144233890,Packaging                               ,Metabo,Metabowerke GmbH,Germany,landed,4.005,,,False,,628.7213205
