item_number,item_description,product_description,order_quantity,qty_per_carton,cbm_per_carton,fob_unit_price_usd,estimated_landed_price_usd,freight_factor_applied,NOTE_ronix_pricing,vendor,vendor_brand,country,price_type,source_file
8628,Cordless Carwasher,"Voltage 20V
Capacity 4.0Ah
Max Flow 3.5L/min
Weight 1.52Kg
Working Pressure 22Bar",0,4,0.0763,41.83,54.379,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8628C,Cordless Carwasher,"Voltage 20V
Capacity 4.0Ah
Max Flow 3.5L/min
Weight 1.52Kg
Working Pressure 22Bar
WITHOUT BATTERY AND CHARGER",0,4,0.0763,23.03,29.939,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8630C,"CORDLESS LED
TORCH LIGHT","Model 8630C
Light Type High brightness LED lamp
power 5W
Battery 2000mAh/20V
Flux 250lm
Illumination Range >100M
CCT 6500 K
Rotation angle 90°
Runtime 6 H
Weight 0.4Kg",0,10,0.028,5.35,6.955,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8631,Tile Tiling Machine,"Battery Type Lithium-ion
Battery Capacity 2000mAh
Battery Voltage 20V
Motor Type Brushed
No-Load Frequency Speed 2700~8150/min
Number of Vibration Levels 6
Pad Diameter 130mm
Head Material Aluminum
Pad Material Rubber
Weight 1.8Kg
Packaging BMC
Accessories 2pcs battery packs",0,4,0.0846,46.65,60.645,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8632,Tile Tiling Machine,"Battery Type Lithium-ion
Battery Capacity 2000mAh
Battery Voltage 20V
Motor Type Brushed
No-Load Frequency Speed 3600~6700/min
Number of Vibration Levels 6
Pad Diameter 180mm
Head Material Aluminum
Pad Material Rubber
Weight 2.3Kg
Packaging BMC
Accessories 2pcs battery packs",0,4,0.0858,49.91,64.883,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8640,"Compact Cordless
Vacuum Cleaner","Dust Capacity: 10L
Battery: 20V, 2Ah
Wet and dry cleaning
Plastic cover for protecting battery from penetration of water",0,1,0.0385,45.83,59.579,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8640C,DC vacuum cleaner,"Dust Capacity: 10L
Battery: 20V, 2Ah
Wet and dry cleaning
Plastic cover for protecting battery from penetration of water
NO BATTERY AND CHARGER",0,1,0.039,29.69,38.597,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8641,DC vacuum cleaner,"Dust Capacity: 20L
20V, 2Ah
Wet and dry cleaning
Plastic cover for protecting battery from penetration of water",0,1,0.0572,46.18,60.034,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8641C,DC vacuum cleaner,"Dust Capacity: 20L
20V, 2Ah
Wet and dry cleaning
Plastic cover for protecting battery from penetration of water
NO BATTERY AND CHARGER",0,1,0.0595,29.17,37.921,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8644,20V Cordless Blower,,0,3,,35.56,46.228,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8644C,20V Cordless Blower,NO BATTERY AND CHARGER,0,3,,15.43,20.059,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8646,CHAIN SAW,"Voltage:20V DC
Battery capacity:2.0Ah
Chain size:1/4""
Chain bar length:6""
cutting speed:6m/s
max.cutting diameter:130mm
no-load time:3400RPM
charging time:1hour",,6,0.0521,21.84,28.392,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8646C,CHAIN SAW,"Voltage:20V DC
Battery capacity:2.0Ah
Chain size:1/4""
Chain bar length:6""
cutting speed:6m/s
max.cutting diameter:130mm
no-load time:3400RPM
charging time:1hour
NO BATTERY AND CHARGER",,8,0.0542,9.86,12.818,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8650,"5"" single hand
circular saw","Voltage: 20V
Saw Blade Diameter: Max125mm
Charging Time: 1Hr
No Load Speed: 6000RPM
Motor: Brushless",0,4,0.0907,50.01,65.013,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8650C,"5"" single hand
circular saw","Voltage: 20V
Saw Blade Diameter: Max125mm
Charging Time: 1Hr
No Load Speed: 6000RPM
Motor: Brushless
NO BATTERY AND CHARGER",0,4,0.0832,30.54,39.702,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8651,"Cordless Brushless
Chain saw 10""","Voltage: 20V
Charging Time: 1Hr
No Load Speed: 3850RPM
Motor: Brushless
Battery capacity: 4.0Ah",0,4,0.0725,70.8,92.04,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8651C,"Cordless Brushless
Chain saw 10""","Voltage: 20V
Charging Time: 1Hr
No Load Speed: 3850RPM
Motor: Brushless
Battery capacity: 4.0Ah
NO BATTERY AND CHARGER",0,4,0.069,54.93,71.409,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8658,"Brushless Chain Saw
20V 8 Inch","Voltage 20V
Battery capacity 4.0Ah
Maximum cutting diameter 140mm
Chain Size 290mm
No-load speed 3800RPM",0,5,0.084,40.21,52.273,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8658C,"Brushless Chain Saw
20V 8 Inch","Voltage 20V
Battery capacity 4.0Ah
Maximum cutting diameter 140mm
Chain Size 290mm
No-load speed 3800RPM
NO BATTERY AND CHARGER",0,6,0.0697,19.95,25.935,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8652,"Cordless Brushless
Polisher","20V Li-ion 4000mAh battery
6"" (150mm) pad
No load speed: 1300-3500RPM",0,5,0.0979,58.7,76.31,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8652C,"Cordless Brushless
Polisher","20V Li-ion 4000mAh battery
6"" (150mm) pad
No load speed: 1300-3500RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0374,36.96,48.048,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8657,"Brushless Cordless
Angle Grinder","Power source:20V
Battery: 20V/4000mAh
Battery chemstry: Lithium battery
No Load RPM: 8500RPM
Dics diameter:125mm
Material: Aliminium, Steel and Nylon
Continuse working:45min
Total Weight:4.16Kg",0,5,0.0888,54.97,71.461,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8657C,"Brushless Cordless
Angle Grinder","Power source:20V
Battery: 20V/4000mAh
Battery chemstry: Lithium battery
No Load RPM: 8500RPM
Dics diameter:125mm
Material: Aliminium, Steel and Nylon
Continuse working:45min
Total Weight:4.16Kg
WITHOUT BATTERY AND CHARGER",0,10,0.0584,17.81,23.153,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8657V,"Brushless Cordless
Angle Grinder","Power source:20V
Battery: 20V/4000mAh
Battery chemstry: Lithium battery
No Load RPM: 8500RPM
Dics diameter:125mm
Material: Aliminium, Steel and Nylon
Continuse working:45min
Total Weight:4.16Kg",0,5,0.0888,55.7,72.41,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8659,"Brushless Multi-
Functional Tool
20V","Motor Type Brushless
Dimension 92×75×290 mm
Battery Type Lithium
Max Speed 20000 RPM
Includes 2pcs battery 1pc charger
1pc saw blade 1pc stainless
scraper 1pc sanding disc
3pcs sanding paper
Body Material Metal, plastic,aluminum
Running Time 1 h
Voltage 21 V",0,8,0.0748,46.22,60.086,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8659C,"Brushless Multi-
Functional Tool
20V","Supplied in Color box
Motor Type Brushless
Dimension 92×75×290 mm
Battery Type Lithium
Max Speed 20000 RPM
Includes 2pcs battery 1pc charger
1pc saw blade 1pc stainless
scraper 1pc sanding disc
3pcs sanding paper
Body Material Metal, plastic,aluminum
Running Time 1 h
Voltage 21 V",0,8,0.0435,23.86,31.018,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8660,"Brushless Cordless
Pruner 20V","Supplied in Color box
Voltage 20V
Capacity 2Ah
Max Cutting Diameter 28mm
power 600W
Engine type: Brushless motor",0,5,0.0616,42.75,55.575,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8660C,"Brushless Cordless
Pruner 20V","Voltage 20V
Capacity 2Ah
Max Cutting Diameter 28mm
power 600W
Engine type: Brushless motor
WITHOUT BATTERY AND CHARGER",0,4,0.0156,29.49,38.337,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8662,"Multi Grass Trimmer
20V","Voltage 20V
Cutting Width 300mm
Telescopic Tube 220mm
Running Time 30mm
No Load Speed 6500RPM",0,1,0.0884,86.77,112.801,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8662C,"Multi Grass Trimmer
20V","Voltage 20V
Cutting Width 300mm
Telescopic Tube 220mm
Running Time 30mm
No Load Speed 6500RPM
WITHOUT BATTERY AND CHARGER",0,1,0.0817,51.23,66.599,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8663,"Brushless Cordless
Carwasher","Voltage 20V
Battery capacity 4.0Ah
Max Flow 4L/min
Battery Charging Time 1 hour
Weight 2.12Kg",0,4,0.083,60.15,78.195,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8667,"Brushless Circular
Saw","Voltage 20V
Battery capacity 4.0Ah
Saw Blade Material Steel
Weight 4.2Kg
No Load Speed 3600 RPM",0,2,0.0444,70.4,91.52,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8667C,"Brushless Circular
Saw","Voltage 20V
Battery capacity 4.0Ah
Saw Blade Material Steel
Weight 4.2Kg
No Load Speed 3600 RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0585,38.24,49.712,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8680,"Brushless cordless
angle grinder 125mm","Voltage 20V
Battery Capacity 4.0Ah
Spindle Size M14
Weight 1.96kg
No load speed 2600-8500RPM",0,4,0.0767,69.49,90.337,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8683,"20V Brushless
Drywall Screw Driver","Voltage 20V
Capacity 2.0Ah-4.0Ah
Weight 30N.m
Max torque 1.2kg
No load speed 0-4200RPM",0,6,0.0611,59.74,77.662,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8684,"20V Brushless
Cordless Blower",,0,3,,42.95,55.835,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8686,"1.3A UL cable
charger for 16V
products with 110V
Currency","Input Voltage 110-240V
Input current 0.4A Max
Frequency 50-60Hz
Output Voltage 16.8V
Output current 1.3A",0,84,0.0921,3.98,5.174,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8687,"2.0A UL cable
charger for 20V
products with 110V
Currency","Input Voltage 110-240V
Input current 1.5A Max
Frequency 50-60Hz
Output Voltage 21V
Output current 2A",0,50,0.0725,4.84,6.292,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8689BS,20V 2.0A Charger,"20V 2.0A
110-240V 50/60Hz",0,40,0.0667,4.84,6.292,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8690,"20V 2.0Ah battery
pack","20V battery pack
2.0Ah Li-ion battery",0,60,0.0424,9.16,11.908,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8691,"20V 4.0Ah battery
pack","20V battery pack
4.0Ah Li-ion battery",0,36,0.0533,14.53,18.889,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8692,20V 2.0A fast charger,"20V fast charger
Output:22V 2.0A",0,30,0.1114,4.05,5.265,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8693,20V 4.0Afast charger,"20V fast charger
Output:22V 4.0A",0,36,0.0627,6.26,8.138,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8692V,"110V 20V 2.0A fast
charger","20V fast charger
Output:22V 2.0A",0,30,0.1114,4.18,5.434,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8693V,"110V 20V 4.0Afast
charger","20V fast charger
Output:22V 4.0A",0,36,0.0979,6.79,8.827,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8692BS,20V 2.0A fast charger,"20V fast charger
Output:22V 2.0A",0,30,0.0979,4.01,5.213,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8693BS,20V 4.0Afast charger,"20V fast charger
Output:22V 4.0A",0,20,0.0979,6.63,8.619,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8694,"110V 1A
（
charger 12V)",Output: 1 A - 12 V,0,39,0.0266,2.26,2.938,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8696,"110V 1.8A
charger(20V)",Output: 1.8 A - 20 V,0,40,0.0826,4.41,5.733,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8905-40V,"Brushless Hammer
drill 150N.m","Voltage 40V
Max torque 150N.m
Weight 2.29Kg
Impact rate 0-7500/0-31500BPM
No load speed 0-500/0-2100RPM",0,4,0.075,90.27,117.351,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8905C-40V,"Brushless Hammer
drill 150N.m","Voltage 40V
Max torque 150N.m
Weight 2.29Kg
Impact rate 0-7500/0-31500BPM
No load speed 0-500/0-2100RPM
WITHOUT BATTERY AND CHARGER",0,4,0.035,38.87,50.531,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8917-40V,"High Torque Impact
wrench 1200N.m 1/2
Inch","Voltage 40V
Max torque 1200N.m
Weight 3.4Kg
Impact rate 0-1050/0-1650/
0-2050BPM
No load speed 0-900/0-1400/
0-1750RPM",0,4,0.0735,114.54,148.902,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8907-40V,"Mid-Torque Imapct
Wrench 800N.m 1/2
Inch","Voltage 40V
Max torque 800N.m
Weight 2.61Kg
Impact rate 0-1200/0-1850/
0-2500/0-3200RPM
No load speed 0-900/0-1400/
0-1900/0-2400RPM",0,4,0.0762,98.39,127.907,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8927-40V,"High Torque Impact
wrench 2000N.m 1
Inch","Voltage 40V
Max torque 1350N.m
Weight 3.31Kg
Impact rate 0-1200/0-1600/
0-2000/0-2400RPM
No load speed 0-900/0-1200/0-1500/0-1800RPM",0,4,0.0775,115.91,150.683,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8937-40V,"High Torque Impact
wrench 2000 N.m 1
Inch","Voltage 40V
Max torque 2000N.m
Weight 5.7Kg
Impact rate 0-1350/0-1700/
0-2100/0-2400RPM
No load speed 0-900/0-1100/0-1400/0-2500RPM",0,2,0.0764,184.4,239.72,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8910-40V,"Brushless Rotary
Hammer 28mm","Voltage 40V
Impact Energy 2.4J
Weight 3.48Kg
Impact rate 0-4500IPM
No load speed 0-980RPM",0,4,0.0856,100.28,130.364,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8910C-40V,"Brushless Rotary
Hammer 28mm","Voltage 40V
Impact Energy 2.4J
Weight 3.48Kg
Impact rate 0-4500IPM
No load speed 0-980RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0387,49.61,64.493,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8901-40V,"Brushless Angle
Grinder 125mm","Voltage 40V
Speed adjustment 6 Settings
Weight 2.56Kg
Spindle Size M14
No load speed 3000-8500RPM",0,4,0.0735,89.29,116.077,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8901C-40V,"Brushless Angle
Grinder 125mm","Voltage 40V
Speed adjustment 6 Settings
Weight 2.56Kg
Spindle Size M14
No load speed 3000-8500RPM
WITHOUT BATTERY AND CHARGER",0,4,0.0258,36.87,47.931,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8926-40V,"Brushless Polisher
180mm","Voltage 40V
Continuous Working Time 30min
Weight 2.29Kg
Spindle Size M14
No load speed 800-3000RPM",0,4,0.0549,79.57,103.441,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8923-40V,Chain Saw 30cm,"Voltage 40V
Runtime 1 hour
Weight 2.88Kg
Chain Size 12""
No load speed 6200RPM",0,2,0.0339,91.01,118.313,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8923C-40V,Chain Saw 30cm,"Voltage 40V
Runtime 1 hour
Weight 2.88Kg
Chain Size 12""
No load speed 6200RPM
WITHOUT BATTERY AND CHARGER",0,2,0.0552,44.6,57.98,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8904-40V,"Brushless
Reciprocating Saw","Voltage 40V
Cutting Depth 150mm
Weight 2.93Kg
Battery Capacity 2000mAh
No load speed 0-3000BPM",0,4,0.0876,94.51,122.863,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8990-40V,40V 2.0Ah Battery,"Voltage 40V
Battery 2.0Ah Li-ion",0,20,0.0187,19.65,25.545,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8991-40V,"40V 4.0Ah Battery
Pack","Voltage 40V
Battery 4.0Ah Li-ion",0,20,0.0244,36.98,48.074,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8993-40V,"21V 4.5A Fast
Charger","Input 220-240V
Output 22V 4.5A",0,20,0.043,9.02,11.726,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8993V-40V,"110V 21V 4.5A Fast
Charger","Input 220-240V
Output 22V 4.5A",0,20,0.043,9.18,11.934,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8993BS-40V,"21V 4.5A Fast
Charger BS Plug","Input 220-240V
Output 22V 4.5A",0,20,0.0461,9.61,12.493,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8905K,"Brushless drill
20 V","20V Lithium brushless Drill
Max torque: 55N.m
Weight: 1.18Kg
3 function: screwdriver/drill/impact
2 speed impact gearbox with spindle lock
2pcs 2.0Ah battery + 1hr fast charger with base(22V 2.2A)
BMC Case",0,5,0.0601,52.11,67.743,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8905KV,"Brushless drill
20 V","20V Lithium brushless Drill
Max torque: 55N.m
Weight: 1.18Kg
3 function: screwdriver/drill/impact
2 speed impact gearbox with spindle lock
2pcs 2.0Ah battery + 1hr 110V fast charger with base(22V 2.2A)
BMC Case",0,5,0.0608,52.43,68.159,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8906K,"Brushless impact
Driver
20 V","Max torque : 280 N.m
Driving shank : 3/8” inner hexagon
No load speed: 0~2600/0~2000/0~1600rpm
Blows per minute(Hi): 0~3300 ipm
Blows per minute(Med): 0~2500 ipm
Blows per minute(Lo): 0~1800 ipm
2pcs 2.0Ah battery + 1hr fast charger with base(22V 2.2A)
Packed in BMC+color box",0,5,0.0597,50.91,66.183,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8907,"Brushless impact
wrench
20 V","Max torque : 350 N.m
Voltage: 20V
No load speed: 0~2600/0~2000/0~1600rpm
(Without battery, without charger)",0,#N/A,#N/A,28.98,37.674,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
8907K,"Brushless impact
wrench
20 V","Max torque : 350 N.m
Voltage: 20V
No load speed: 0~2600/0~2000/0~1600rpm
2pcs 2.0Ah battery + 1hr fast charger with base(22V 2.2A)
Packed in BMC+color box",0,5,0.0591,50.23,65.299,1.3,FOB Iran. Landed estimate uses x1.3 multiplier. Update RONIX_FREIGHT_FACTOR for your actual freight + duty rate.,Ronix,Ronix Tools,China,fob,price list -new (1).pdf
