item_number,item_description,pt_current_price,pt_cpl35_price,pt_price_change_pct,standard_pack,inner_qty,master_qty,upc,class_code,class_desc,brand_code,brand_desc,subclass_code,subclass_desc,group_name,is_new_item,pt_price_ca35,pt_price_ca40,vendor,vendor_brand,country,price_type,source_file
W38152,"4 pc. 3/8"" Dr. Extension Set",7.94,8.33,0.0491132332878581,1.0,6,48,39564381522.0,1,Professional Hand Tools,1.0,Performance Tool,5,Extensions,"3/8"" Drive",,7.27,6.71,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38154,"3 pc. 3/8"" Dr. Quick Release Extensions",15.67,16.54,0.0552868002764339,1.0,6,36,39564381546.0,1,Professional Hand Tools,1.0,Performance Tool,5,Extensions,"3/8"" Drive",,14.14,13.05,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38155,"3 pc. 3/8"" Dr. Extension Set",6.24,6.57,0.0538194444444445,1.0,6,24,39564381553.0,1,Professional Hand Tools,1.0,Performance Tool,5,Extensions,"3/8"" Drive",,5.65,5.22,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38156,"3/8"" Dr. 18"" Extension",10.33,10.32,0.0,1.0,6,48,39564381560.0,1,Professional Hand Tools,1.0,Performance Tool,5,Extensions,"3/8"" Drive",,9.67,8.93,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38157,"3 pc. 3/8"" Dr. Wobble Extension Set",7.53,7.94,0.0546762589928057,1.0,6,24,39564381577.0,1,Professional Hand Tools,1.0,Performance Tool,5,Extensions,"3/8"" Drive",,6.81,6.28,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38158,"3/8"" F x 1/2"" M Adapter",1.41,1.48,0.0461538461538461,1.0,6,48,39564381584.0,1,Professional Hand Tools,1.0,Performance Tool,1,Adapters & U-Joints,"3/8"" Drive",,1.29,1.19,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38159,"3/8"" F x 1/4"" M Adapter",1.33,1.38,0.040983606557377,1.0,6,48,39564381591.0,1,Professional Hand Tools,1.0,Performance Tool,1,Adapters & U-Joints,"3/8"" Drive",,1.24,1.14,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38160,"3/8"" Dr. 5/8"" Spark Plug Socket",2.04,2.12,0.0425531914893617,1.0,6,48,39564381607.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,1.89,1.74,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38161,"3/8"" Dr. 5/8"" Spark Plug Socket",4.34,4.52,0.0449999999999999,1.0,6,48,39564381614.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,4.02,3.71,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38162,"3/8"" Dr. 5/8"" Long Spark Plug Socket",6.48,6.75,0.0418060200668896,1.0,6,48,39564381621.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,6.05,5.58,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38163,"3/8"" Dr. 3/4"" Spark Plug Socket",3.23,3.33,0.0335570469798658,1.0,6,48,39564381638.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,3.05,2.81,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38164,"3/8"" Dr. 13/16"" Spark Plug Socket",2.42,2.53,0.0401785714285713,1.0,6,48,39564381645.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,2.25,2.08,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38165,"3/8"" Dr. 13/16"" Spark Plug Socket",4.67,4.91,0.0510440835266822,1.0,6,48,39564381652.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,4.25,3.92,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38166,"3/8"" Dr. 14mm Spark Plug Socket",2.39,2.51,0.0497737556561085,1.0,6,48,39564381669.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive MM 6pt",,2.18,2.02,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38167,"3/8"" Dr. 16mm Spark Plug Socket",2.08,2.17,0.0416666666666667,1.0,6,48,39564381676.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive MM 6pt",,1.91,1.77,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38168,"3/8"" Dr. 18mm Spark Plug Socket",2.81,2.93,0.0424710424710425,1.0,6,48,39564381683.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive MM 6pt",,2.59,2.39,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38169,"3/8"" Dr. 21mm Spark Plug Socket",2.81,2.92,0.0386100386100386,1.0,6,48,39564381690.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive MM 6pt",,2.61,2.41,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38170,"3/8"" Dr. 9/16"" Spark Plug Socket",2.46,2.55,0.0396475770925109,1.0,6,48,39564381706.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE 6pt",,2.29,2.11,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38171,"3/8"" Dr. 14mm 12pt Spark Plug Socket",2.91,3.05,0.0446096654275093,1.0,6,48,39564110511.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive MM DW 12pt",,2.67,2.46,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38172,"3/8"" Dr. 5/8"" Magnet Spark Plug Socket",5.62,5.89,0.048169556840077,1.0,6,48,39564122842.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,"3/8"" Drive SAE DW 6pt",,5.15,4.76,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38174,3 pc. Detent Ball Spark Plug Socket Set,11.53,12.14,0.0535714285714285,1.0,12,36,39564154157.0,4,Specialty Tools,1.0,Performance Tool,21,Tune Up,,,10.64,10.64,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38180,"3/8"" Dr. Long Handle Ratchet",21.57,22.81,0.0572576594676042,1.0,6,24,39564096761.0,1,Professional Hand Tools,1.0,Performance Tool,8,Ratchets,"3/8"" Drive",,19.88,18.35,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38181,"3/8"" Dr. Flex Head Long Ratchet",24.99,26.53,0.0615517988729951,1.0,6,24,39564096778.0,1,Professional Hand Tools,1.0,Performance Tool,8,Ratchets,"3/8"" Drive",,22.9,21.14,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38190,"3/8"" Dr. Magnetic Socket Rail",11.1,11.76,0.0585365853658536,1.0,6,24,39564120213.0,1,Professional Hand Tools,1.0,Performance Tool,14,Socket Holders,"3/8"" Drive",,10.18,9.4,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38194,"10 pc. 3/8"" Dr. Spline Socket Set",13.29,13.96,0.0497147514262429,1.0,10,50,39564127069.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,12.12,11.19,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38201,"10 pc. 3/8"" Dr. Metric Black Socket Set",10.4,10.86,0.0447916666666666,1.0,6,24,39564382017.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,9.59,8.85,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38202,"10 pc. 3/8"" Dr. Metric Socket Set",9.13,9.45,0.0344009489916964,1.0,6,24,39564382024.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,8.42,7.77,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38206,"3/8"" Dr. 6mm 6pt Socket",1.2,1.25,0.0360360360360358,1.0,6,48,39564382062.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.12,1.03,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38207,"3/8"" Dr. 7mm 6pt Socket",1.2,1.25,0.0360360360360358,1.0,6,48,39564382079.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.12,1.04,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38208,"3/8"" Dr. 8mm 6pt Socket",1.24,1.3,0.0434782608695652,1.0,6,48,39564382086.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.15,1.06,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38209,"3/8"" Dr. 9mm 6pt Socket",1.24,1.29,0.0347826086956522,1.0,6,48,39564382093.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.17,1.08,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38210,"3/8"" Dr. 10mm 6pt Socket",1.29,1.34,0.0420168067226891,1.0,6,48,39564382109.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.2,1.11,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38211,"3/8"" Dr. 11mm 6pt Socket",1.29,1.33,0.0336134453781512,1.0,6,48,39564382116.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.22,1.12,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38212,"3/8"" Dr. 12mm 6pt Socket",1.31,1.37,0.0413223140495868,1.0,6,48,39564382123.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.22,1.13,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38213,"3/8"" Dr. 13mm 6pt Socket",1.35,1.4,0.0403225806451613,1.0,6,48,39564382130.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.25,1.16,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38214,"3/8"" Dr. 14mm 6pt Socket",1.41,1.46,0.0384615384615384,1.0,6,48,39564382147.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.31,1.21,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38215,"3/8"" Dr. 15mm 6pt Socket",1.49,1.54,0.0364963503649633,1.0,6,48,39564382154.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.39,1.29,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38216,"3/8"" Dr. 16mm 6pt Socket",1.51,1.57,0.0357142857142857,1.0,6,48,39564382161.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.41,1.3,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38217,"3/8"" Dr. 17mm 6pt Socket",1.59,1.64,0.0410958904109589,1.0,6,48,39564382178.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.48,1.36,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38218,"3/8"" Dr. 18mm 6pt Socket",1.68,1.74,0.0387096774193548,1.0,6,48,39564382185.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.56,1.44,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38219,"3/8"" Dr. 19mm 6pt Socket",1.74,1.79,0.0374999999999998,1.0,6,48,39564382192.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.63,1.5,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38220,"3/8"" Dr. 20mm 6pt Socket",1.83,1.9,0.0355029585798816,1.0,6,48,39564382208.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.71,1.58,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38221,"3/8"" Dr. 21mm 6pt Socket",1.84,1.91,0.0352941176470588,1.0,6,48,39564382215.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.71,1.58,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38222,"3/8"" Dr. 22mm 6pt Socket",1.87,1.94,0.0346820809248555,1.0,6,48,39564382222.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM 6pt",,1.76,1.63,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38300,"10 pc. 3/8"" Dr. SAE Deep Socket Set",17.66,18.48,0.0466257668711655,1.0,6,12,39564383007.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,16.2,14.95,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38301,"19 pc. 3/8"" Dr. Socket Set",16.93,18.02,0.0646606914212547,1.0,6,24,39564383014.0,1,Professional Hand Tools,1.0,Performance Tool,11,Socket & Ratchet Sets,"3/8"" Drive",,14.99,13.83,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38302,"17 pc. 1/2"" Dr. Socket Set",22.27,23.58,0.058852140077821,1.0,6,12,39564383021.0,1,Professional Hand Tools,1.0,Performance Tool,11,Socket & Ratchet Sets,"1/2"" Drive",,19.95,18.42,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38304,"21 pc. 1/4"" Dr. Socket Set",12.44,13.26,0.0662020905923344,1.0,6,24,39564383045.0,1,Professional Hand Tools,1.0,Performance Tool,11,Socket & Ratchet Sets,"1/4"" Drive",,10.99,10.14,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38305,"16 pc. 3/8"" Dr. SAE Socket",19.47,20.59,0.0572858731924361,1.0,6,12,39564136399.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,17.5,16.16,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38306,"16 pc. 3/8"" Dr. Metric Socket Set",19.47,20.49,0.0517241379310344,1.0,6,12,39564136405.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,17.69,16.33,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38308,"3/8"" Dr. 1/4"" 6pt Deep Socket",1.9,1.98,0.0340909090909091,1.0,6,48,39564383083.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,1.78,1.65,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38310,"3/8"" Dr. 5/16"" 6pt Deep Socket",1.97,2.05,0.0384615384615383,1.0,6,48,39564383106.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,1.84,1.7,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38312,"3/8"" Dr. 3/8"" 6pt Deep Socket",1.98,2.04,0.0329670329670328,1.0,6,48,39564383120.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,1.87,1.72,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38314,"3/8"" Dr. 7/16"" 6pt Deep Socket",1.99,2.07,0.0380434782608694,1.0,6,48,39564383144.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,1.85,1.71,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38316,"3/8"" Dr. 1/2"" 6pt Deep Socket",2.04,2.11,0.0372340425531915,1.0,6,48,39564383168.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,1.9,1.76,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38318,"3/8"" Dr. 9/16"" 6pt Deep Socket",2.12,2.21,0.0408163265306122,1.0,6,48,39564383182.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,1.96,1.81,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38320,"3/8"" Dr. 5/8"" 6pt Deep Socket",2.22,2.31,0.0390243902439024,1.0,6,48,39564383205.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,2.06,1.9,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38322,"3/8"" Dr. 11/16"" 6pt Deep Socket",2.22,2.31,0.0390243902439024,1.0,6,48,39564383229.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,2.08,1.92,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38324,"3/8"" Dr. 3/4"" 6pt Deep Socket",2.5,2.6,0.0434782608695652,1.0,6,48,39564383243.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,2.3,2.13,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38326,"3/8"" Dr. 13/16"" 6pt Deep Socket",2.94,3.05,0.03690036900369,1.0,6,48,39564383267.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,2.74,2.53,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38328,"3/8"" Dr. 7/8"" 6pt Deep Socket",3.32,3.46,0.0390879478827361,1.0,6,48,39564383281.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,3.09,2.85,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38330,"3/8"" Dr. 15/16"" 6pt Deep Socket",3.58,3.73,0.039274924471299,1.0,6,48,39564383304.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,3.33,3.08,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38332,"3/8"" Dr. 1"" 6pt Deep Socket",3.78,3.92,0.0372492836676217,1.0,6,48,39564383328.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE DW 6pt",,3.53,3.26,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38337,"19 pc. 3/8"" Dr. Black Socket Set",23.29,24.7,0.0604651162790698,1.0,6,24,39564383373.0,1,Professional Hand Tools,1.0,Performance Tool,11,Socket & Ratchet Sets,"3/8"" Drive",,20.8,19.2,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38401,"10 pc. 3/8"" Dr. Metric Black Socket Set",15.98,16.63,0.0406779661016948,1.0,6,12,39564384011.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,14.82,13.68,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38402,"10 pc. 3/8"" Dr. Metric Deep Socket Set",17.34,18.07,0.0418488444722047,1.0,6,12,39564384028.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,16.06,14.82,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38407,"3/8"" Dr. 7mm 6pt Deep Socket",1.69,1.79,0.0576923076923076,1.0,6,48,39564384073.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.52,1.4,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38408,"3/8"" Dr. 8mm 6pt Deep Socket",1.83,1.91,0.0414201183431953,1.0,6,48,39564384080.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.68,1.55,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38409,"3/8"" Dr. 9mm 6pt Deep Socket",1.84,1.91,0.0352941176470588,1.0,6,48,39564384097.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.72,1.59,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38410,"3/8"" Dr. 10mm 6pt Deep Socket",1.94,2.02,0.0446927374301676,1.0,6,48,39564384103.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.8,1.66,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38411,"3/8"" Dr. 11mm 6pt Deep Socket",1.96,2.03,0.0386740331491711,1.0,6,48,39564384110.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.83,1.69,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38412,"3/8"" Dr. 12mm 6pt Deep Socket",2.01,2.08,0.0378378378378377,1.0,6,48,39564384127.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.87,1.73,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38413,"3/8"" Dr. 13mm 6pt Deep Socket",2.08,2.16,0.0416666666666667,1.0,6,48,39564384134.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.93,1.79,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38414,"3/8"" Dr. 14mm 6pt Deep Socket",2.13,2.22,0.0406091370558374,1.0,6,48,39564384141.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,1.98,1.83,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38415,"3/8"" Dr. 15mm 6pt Deep Socket",2.22,2.31,0.0390243902439024,1.0,6,48,39564384158.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,2.08,1.92,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38416,"3/8"" Dr. 16mm 6pt Deep Socket",2.29,2.37,0.0331753554502371,1.0,6,48,39564384165.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,2.14,1.98,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38417,"3/8"" Dr. 17mm 6pt Deep Socket",2.5,2.59,0.0391304347826088,1.0,6,48,39564384172.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,2.33,2.15,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38418,"3/8"" Dr. 18mm 6pt Deep Socket",2.8,2.91,0.0387596899224806,1.0,6,48,39564384189.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,2.6,2.4,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38419,"3/8"" Dr. 19mm 6pt Deep Socket",2.81,2.92,0.0346153846153845,1.0,6,48,39564384196.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,2.65,2.44,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38421,"3/8"" Dr. 21mm 6pt Deep Socket",3.22,3.34,0.0370370370370369,1.0,6,48,39564384219.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,3.0,2.77,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38422,"3/8"" Dr. 22mm 6pt Deep Socket",3.3,3.43,0.0360655737704919,1.0,6,48,39564384226.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive MM DW 6pt",,3.09,2.85,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38500,"10 pc. 3/8"" Dr. 12pt SAE Socket Set",9.06,9.37,0.0346889952153111,1.0,6,12,39564385001.0,1,Professional Hand Tools,1.0,Performance Tool,15,Socket Sets,"3/8"" Drive",,8.23,7.59,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38508,"3/8"" Dr. 1/4"" 12pt Socket",1.15,1.22,0.0566037735849057,1.0,6,48,39564385087.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.08,1.0,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38510,"3/8"" Dr. 5/16"" 12pt Socket",1.28,1.32,0.0338983050847458,1.0,6,48,39564385100.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.21,1.11,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38512,"3/8"" Dr. 3/8"" 12pt Socket",1.29,1.33,0.0252100840336134,1.0,6,48,39564385124.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.22,1.13,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38514,"3/8"" Dr. 7/16"" 12pt Socket",1.33,1.37,0.0327868852459016,1.0,6,48,39564385148.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.25,1.16,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38516,"3/8"" Dr. 1/2"" 12pt Socket",1.37,1.41,0.0317460317460317,1.0,6,48,39564385162.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.29,1.19,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38518,"3/8"" Dr. 9/16"" 12pt Socket",1.46,1.5,0.0298507462686565,1.0,6,48,39564385186.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.38,1.27,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38520,"3/8"" Dr. 5/8"" 12pt Socket",1.48,1.54,0.0364963503649633,1.0,6,48,39564385209.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.38,1.27,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
W38522,"3/8"" Dr. 11/16"" 12pt Socket",1.48,1.54,0.0364963503649633,1.0,6,48,39564385223.0,1,Professional Hand Tools,1.0,Performance Tool,16,Sockets,"3/8"" Drive SAE 12pt",,1.38,1.27,CPL,CPL35,USA,landed,CPL35 Jan 02 2026 Price File.xlsx
